ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	acmevolar.performance.AirlineConsultaVuelo	airlineconsultavuelo	1589281407539	 	3.3.1
USER	AirlineConsultaVuelo	2219	END	1589281453175	1589281516219
REQUEST	3920		AirlineLogged	1589281516219	1589281516221	OK	 
REQUEST	3920		AirlineLogged Redirect 1	1589281516221	1589281516222	OK	 
REQUEST	3370		ListMyFlights	1589281516219	1589281516223	OK	 
REQUEST	2620		ShowFlight	1589281516229	1589281516231	OK	 
USER	AirlineConsultaVuelo	2221	END	1589281453210	1589281516240
REQUEST	3921		AirlineLogged	1589281516240	1589281516244	OK	 
REQUEST	2621		ShowFlight	1589281516240	1589281516244	OK	 
REQUEST	3371		ListMyFlights	1589281516240	1589281516245	OK	 
REQUEST	3921		AirlineLogged Redirect 1	1589281516244	1589281516247	OK	 
REQUEST	3922		AirlineLogged	1589281516261	1589281516261	OK	 
REQUEST	2622		ShowFlight	1589281516261	1589281516263	OK	 
REQUEST	3922		AirlineLogged Redirect 1	1589281516262	1589281516263	OK	 
USER	AirlineConsultaVuelo	2222	END	1589281453232	1589281516272
REQUEST	3372		ListMyFlights	1589281516272	1589281516275	OK	 
REQUEST	3923		AirlineLogged	1589281516283	1589281516285	OK	 
REQUEST	3924		AirlineLogged	1589281516283	1589281516285	OK	 
REQUEST	3924		AirlineLogged Redirect 1	1589281516285	1589281516286	OK	 
REQUEST	3923		AirlineLogged Redirect 1	1589281516285	1589281516286	OK	 
REQUEST	3373		ListMyFlights	1589281516283	1589281516287	OK	 
USER	AirlineConsultaVuelo	2223	END	1589281453253	1589281516294
REQUEST	2623		ShowFlight	1589281516294	1589281516296	OK	 
REQUEST	3374		ListMyFlights	1589281516299	1589281516301	OK	 
USER	AirlineConsultaVuelo	2224	END	1589281453269	1589281516309
REQUEST	2624		ShowFlight	1589281516309	1589281516312	OK	 
USER	AirlineConsultaVuelo	2225	END	1589281453289	1589281516319
REQUEST	3925		AirlineLogged	1589281516319	1589281516323	OK	 
REQUEST	3375		ListMyFlights	1589281516319	1589281516324	OK	 
REQUEST	3925		AirlineLogged Redirect 1	1589281516323	1589281516324	OK	 
REQUEST	2625		ShowFlight	1589281516330	1589281516332	OK	 
REQUEST	3376		ListMyFlights	1589281516330	1589281516333	OK	 
REQUEST	3926		AirlineLogged	1589281516340	1589281516341	OK	 
REQUEST	3926		AirlineLogged Redirect 1	1589281516341	1589281516343	OK	 
REQUEST	2626		ShowFlight	1589281516340	1589281516343	OK	 
USER	AirlineConsultaVuelo	2226	END	1589281453320	1589281516362
USER	AirlineConsultaVuelo	2227	END	1589281453330	1589281516362
REQUEST	2627		ShowFlight	1589281516362	1589281516364	OK	 
REQUEST	3927		AirlineLogged	1589281516362	1589281516364	OK	 
REQUEST	3377		ListMyFlights	1589281516362	1589281516366	OK	 
REQUEST	3927		AirlineLogged Redirect 1	1589281516364	1589281516366	OK	 
REQUEST	3928		AirlineLogged	1589281516372	1589281516373	OK	 
REQUEST	3928		AirlineLogged Redirect 1	1589281516373	1589281516375	OK	 
USER	AirlineConsultaVuelo	2228	END	1589281453352	1589281516383
REQUEST	3378		ListMyFlights	1589281516383	1589281516385	OK	 
REQUEST	3929		AirlineLogged	1589281516394	1589281516395	OK	 
REQUEST	3929		AirlineLogged Redirect 1	1589281516395	1589281516396	OK	 
REQUEST	2628		ShowFlight	1589281516394	1589281516396	OK	 
REQUEST	3379		ListMyFlights	1589281516399	1589281516401	OK	 
USER	AirlineConsultaVuelo	2229	END	1589281453373	1589281516409
REQUEST	2629		ShowFlight	1589281516409	1589281516411	OK	 
REQUEST	3930		AirlineLogged	1589281516420	1589281516420	OK	 
REQUEST	3930		AirlineLogged Redirect 1	1589281516421	1589281516423	OK	 
REQUEST	2630		ShowFlight	1589281516420	1589281516423	OK	 
REQUEST	3380		ListMyFlights	1589281516420	1589281516425	OK	 
USER	AirlineConsultaVuelo	2231	END	1589281453409	1589281516430
USER	AirlineConsultaVuelo	2230	END	1589281453389	1589281516441
REQUEST	2631		ShowFlight	1589281516441	1589281516444	OK	 
REQUEST	3931		AirlineLogged	1589281516441	1589281516445	OK	 
REQUEST	3381		ListMyFlights	1589281516441	1589281516446	OK	 
REQUEST	3931		AirlineLogged Redirect 1	1589281516445	1589281516447	OK	 
REQUEST	3932		AirlineLogged	1589281516462	1589281516463	OK	 
REQUEST	2632		ShowFlight	1589281516462	1589281516464	OK	 
REQUEST	3932		AirlineLogged Redirect 1	1589281516463	1589281516465	OK	 
USER	AirlineConsultaVuelo	2232	END	1589281453429	1589281516473
REQUEST	3382		ListMyFlights	1589281516473	1589281516477	OK	 
REQUEST	3933		AirlineLogged	1589281516484	1589281516485	OK	 
REQUEST	3933		AirlineLogged Redirect 1	1589281516485	1589281516486	OK	 
USER	AirlineConsultaVuelo	2233	END	1589281453450	1589281516489
REQUEST	3934		AirlineLogged	1589281516489	1589281516491	OK	 
REQUEST	2633		ShowFlight	1589281516489	1589281516492	OK	 
REQUEST	3934		AirlineLogged Redirect 1	1589281516492	1589281516493	OK	 
REQUEST	3383		ListMyFlights	1589281516489	1589281516493	OK	 
REQUEST	2634		ShowFlight	1589281516499	1589281516500	OK	 
REQUEST	3384		ListMyFlights	1589281516499	1589281516501	OK	 
USER	AirlineConsultaVuelo	2234	END	1589281453472	1589281516509
REQUEST	3935		AirlineLogged	1589281516519	1589281516521	OK	 
REQUEST	3935		AirlineLogged Redirect 1	1589281516521	1589281516522	OK	 
REQUEST	2635		ShowFlight	1589281516519	1589281516523	OK	 
REQUEST	3385		ListMyFlights	1589281516519	1589281516524	OK	 
USER	AirlineConsultaVuelo	2235	END	1589281453493	1589281516530
REQUEST	3386		ListMyFlights	1589281516530	1589281516533	OK	 
REQUEST	3936		AirlineLogged	1589281516541	1589281516542	OK	 
REQUEST	2636		ShowFlight	1589281516541	1589281516544	OK	 
REQUEST	3936		AirlineLogged Redirect 1	1589281516542	1589281516545	OK	 
USER	AirlineConsultaVuelo	2236	END	1589281453514	1589281516551
REQUEST	3937		AirlineLogged	1589281516561	1589281516562	OK	 
REQUEST	3937		AirlineLogged Redirect 1	1589281516562	1589281516564	OK	 
REQUEST	2637		ShowFlight	1589281516561	1589281516565	OK	 
REQUEST	3387		ListMyFlights	1589281516561	1589281516566	OK	 
USER	AirlineConsultaVuelo	2237	END	1589281453529	1589281516572
REQUEST	3938		AirlineLogged	1589281516583	1589281516585	OK	 
REQUEST	3938		AirlineLogged Redirect 1	1589281516585	1589281516587	OK	 
REQUEST	3388		ListMyFlights	1589281516583	1589281516588	OK	 
USER	AirlineConsultaVuelo	2238	END	1589281453549	1589281516594
REQUEST	3939		AirlineLogged	1589281516599	1589281516600	OK	 
REQUEST	3939		AirlineLogged Redirect 1	1589281516600	1589281516602	OK	 
REQUEST	2638		ShowFlight	1589281516599	1589281516602	OK	 
REQUEST	3389		ListMyFlights	1589281516599	1589281516602	OK	 
USER	AirlineConsultaVuelo	2240	END	1589281453592	1589281516609
USER	AirlineConsultaVuelo	2239	END	1589281453570	1589281516609
REQUEST	3940		AirlineLogged	1589281516609	1589281516610	OK	 
REQUEST	2639		ShowFlight	1589281516609	1589281516612	OK	 
REQUEST	3940		AirlineLogged Redirect 1	1589281516610	1589281516613	OK	 
REQUEST	3390		ListMyFlights	1589281516619	1589281516622	OK	 
REQUEST	2640		ShowFlight	1589281516629	1589281516632	OK	 
REQUEST	3941		AirlineLogged	1589281516640	1589281516643	OK	 
REQUEST	2641		ShowFlight	1589281516640	1589281516644	OK	 
REQUEST	3391		ListMyFlights	1589281516640	1589281516646	OK	 
REQUEST	3941		AirlineLogged Redirect 1	1589281516643	1589281516646	OK	 
USER	AirlineConsultaVuelo	2241	END	1589281453613	1589281516651
REQUEST	3942		AirlineLogged	1589281516662	1589281516663	OK	 
REQUEST	3942		AirlineLogged Redirect 1	1589281516663	1589281516664	OK	 
REQUEST	3392		ListMyFlights	1589281516662	1589281516666	OK	 
USER	AirlineConsultaVuelo	2242	END	1589281453634	1589281516672
REQUEST	2642		ShowFlight	1589281516672	1589281516674	OK	 
USER	AirlineConsultaVuelo	2243	END	1589281453649	1589281516683
REQUEST	3943		AirlineLogged	1589281516683	1589281516684	OK	 
REQUEST	3943		AirlineLogged Redirect 1	1589281516685	1589281516686	OK	 
REQUEST	3393		ListMyFlights	1589281516683	1589281516686	OK	 
USER	AirlineConsultaVuelo	2244	END	1589281453670	1589281516693
REQUEST	3944		AirlineLogged	1589281516693	1589281516694	OK	 
REQUEST	2643		ShowFlight	1589281516693	1589281516696	OK	 
REQUEST	3944		AirlineLogged Redirect 1	1589281516694	1589281516696	OK	 
REQUEST	2644		ShowFlight	1589281516705	1589281516707	OK	 
REQUEST	3394		ListMyFlights	1589281516705	1589281516708	OK	 
REQUEST	3945		AirlineLogged	1589281516719	1589281516722	OK	 
REQUEST	3395		ListMyFlights	1589281516719	1589281516723	OK	 
REQUEST	3945		AirlineLogged Redirect 1	1589281516722	1589281516723	OK	 
REQUEST	3396		ListMyFlights	1589281516719	1589281516724	OK	 
USER	AirlineConsultaVuelo	2245	END	1589281453692	1589281516729
REQUEST	3946		AirlineLogged	1589281516729	1589281516730	OK	 
REQUEST	2645		ShowFlight	1589281516729	1589281516731	OK	 
REQUEST	3946		AirlineLogged Redirect 1	1589281516730	1589281516731	OK	 
USER	AirlineConsultaVuelo	2246	END	1589281453713	1589281516750
REQUEST	2646		ShowFlight	1589281516750	1589281516752	OK	 
USER	AirlineConsultaVuelo	2247	END	1589281453729	1589281516761
REQUEST	3947		AirlineLogged	1589281516761	1589281516762	OK	 
REQUEST	2647		ShowFlight	1589281516761	1589281516764	OK	 
REQUEST	3947		AirlineLogged Redirect 1	1589281516763	1589281516765	OK	 
REQUEST	3397		ListMyFlights	1589281516761	1589281516765	OK	 
USER	AirlineConsultaVuelo	2248	END	1589281453749	1589281516779
REQUEST	2648		ShowFlight	1589281516779	1589281516781	OK	 
REQUEST	3948		AirlineLogged	1589281516779	1589281516781	OK	 
REQUEST	3398		ListMyFlights	1589281516779	1589281516782	OK	 
REQUEST	3948		AirlineLogged Redirect 1	1589281516781	1589281516782	OK	 
USER	AirlineConsultaVuelo	2249	END	1589281453771	1589281516800
REQUEST	3949		AirlineLogged	1589281516800	1589281516801	OK	 
REQUEST	2649		ShowFlight	1589281516800	1589281516802	OK	 
REQUEST	3949		AirlineLogged Redirect 1	1589281516801	1589281516803	OK	 
REQUEST	3399		ListMyFlights	1589281516800	1589281516805	OK	 
REQUEST	3950		AirlineLogged	1589281516810	1589281516811	OK	 
REQUEST	3950		AirlineLogged Redirect 1	1589281516811	1589281516813	OK	 
USER	AirlineConsultaVuelo	2250	END	1589281453793	1589281516822
REQUEST	3401		ListMyFlights	1589281516821	1589281516825	OK	 
REQUEST	3400		ListMyFlights	1589281516821	1589281516826	OK	 
REQUEST	2650		ShowFlight	1589281516832	1589281516835	OK	 
REQUEST	3951		AirlineLogged	1589281516843	1589281516845	OK	 
REQUEST	3951		AirlineLogged Redirect 1	1589281516845	1589281516847	OK	 
USER	AirlineConsultaVuelo	2252	END	1589281453814	1589281516854
USER	AirlineConsultaVuelo	2251	END	1589281453813	1589281516854
REQUEST	2651		ShowFlight	1589281516854	1589281516857	OK	 
REQUEST	3952		AirlineLogged	1589281516863	1589281516865	OK	 
REQUEST	3952		AirlineLogged Redirect 1	1589281516865	1589281516867	OK	 
REQUEST	3402		ListMyFlights	1589281516863	1589281516868	OK	 
REQUEST	2652		ShowFlight	1589281516874	1589281516877	OK	 
USER	AirlineConsultaVuelo	2253	END	1589281453849	1589281516879
REQUEST	3953		AirlineLogged	1589281516879	1589281516881	OK	 
REQUEST	2653		ShowFlight	1589281516879	1589281516881	OK	 
REQUEST	3403		ListMyFlights	1589281516879	1589281516883	OK	 
REQUEST	3953		AirlineLogged Redirect 1	1589281516881	1589281516883	OK	 
REQUEST	3955		AirlineLogged	1589281516899	1589281516900	OK	 
REQUEST	3954		AirlineLogged	1589281516899	1589281516901	OK	 
REQUEST	2654		ShowFlight	1589281516899	1589281516902	OK	 
REQUEST	3955		AirlineLogged Redirect 1	1589281516900	1589281516902	OK	 
REQUEST	3954		AirlineLogged Redirect 1	1589281516901	1589281516903	OK	 
REQUEST	3404		ListMyFlights	1589281516899	1589281516904	OK	 
USER	AirlineConsultaVuelo	2254	END	1589281453871	1589281516910
REQUEST	3405		ListMyFlights	1589281516910	1589281516914	OK	 
USER	AirlineConsultaVuelo	2255	END	1589281453893	1589281516931
REQUEST	2655		ShowFlight	1589281516931	1589281516933	OK	 
REQUEST	3956		AirlineLogged	1589281516942	1589281516944	OK	 
REQUEST	3956		AirlineLogged Redirect 1	1589281516944	1589281516946	OK	 
REQUEST	3406		ListMyFlights	1589281516942	1589281516946	OK	 
USER	AirlineConsultaVuelo	2256	END	1589281453914	1589281516952
REQUEST	2656		ShowFlight	1589281516952	1589281516954	OK	 
USER	AirlineConsultaVuelo	2257	END	1589281453929	1589281516962
REQUEST	3957		AirlineLogged	1589281516962	1589281516963	OK	 
REQUEST	2657		ShowFlight	1589281516962	1589281516965	OK	 
REQUEST	3957		AirlineLogged Redirect 1	1589281516963	1589281516965	OK	 
USER	AirlineConsultaVuelo	2258	END	1589281453950	1589281516973
REQUEST	3407		ListMyFlights	1589281516973	1589281516977	OK	 
REQUEST	3408		ListMyFlights	1589281516973	1589281516978	OK	 
REQUEST	3958		AirlineLogged	1589281516983	1589281516984	OK	 
REQUEST	2658		ShowFlight	1589281516983	1589281516986	OK	 
REQUEST	3958		AirlineLogged Redirect 1	1589281516984	1589281516986	OK	 
REQUEST	3959		AirlineLogged	1589281516994	1589281516995	OK	 
REQUEST	3959		AirlineLogged Redirect 1	1589281516995	1589281516997	OK	 
REQUEST	3409		ListMyFlights	1589281516994	1589281516997	OK	 
REQUEST	2659		ShowFlight	1589281517005	1589281517007	OK	 
USER	AirlineConsultaVuelo	2259	END	1589281453971	1589281517009
REQUEST	3960		AirlineLogged	1589281517009	1589281517010	OK	 
REQUEST	3960		AirlineLogged Redirect 1	1589281517010	1589281517011	OK	 
REQUEST	3961		AirlineLogged	1589281517019	1589281517020	OK	 
REQUEST	3961		AirlineLogged Redirect 1	1589281517020	1589281517023	OK	 
REQUEST	2660		ShowFlight	1589281517020	1589281517024	OK	 
USER	AirlineConsultaVuelo	2260	END	1589281453993	1589281517030
REQUEST	3410		ListMyFlights	1589281517030	1589281517033	OK	 
REQUEST	2661		ShowFlight	1589281517040	1589281517043	OK	 
REQUEST	3411		ListMyFlights	1589281517040	1589281517045	OK	 
USER	AirlineConsultaVuelo	2261	END	1589281454015	1589281517051
USER	AirlineConsultaVuelo	2262	END	1589281454029	1589281517051
REQUEST	3962		AirlineLogged	1589281517062	1589281517063	OK	 
REQUEST	3412		ListMyFlights	1589281517062	1589281517065	OK	 
REQUEST	3962		AirlineLogged Redirect 1	1589281517063	1589281517068	OK	 
REQUEST	2662		ShowFlight	1589281517073	1589281517075	OK	 
REQUEST	3963		AirlineLogged	1589281517083	1589281517085	OK	 
REQUEST	3963		AirlineLogged Redirect 1	1589281517085	1589281517086	OK	 
REQUEST	3413		ListMyFlights	1589281517083	1589281517087	OK	 
USER	AirlineConsultaVuelo	2263	END	1589281454050	1589281517095
REQUEST	3964		AirlineLogged	1589281517095	1589281517095	OK	 
REQUEST	3964		AirlineLogged Redirect 1	1589281517096	1589281517098	OK	 
REQUEST	2663		ShowFlight	1589281517095	1589281517099	OK	 
USER	AirlineConsultaVuelo	2264	END	1589281454071	1589281517099
REQUEST	2664		ShowFlight	1589281517099	1589281517101	OK	 
REQUEST	3414		ListMyFlights	1589281517109	1589281517113	OK	 
USER	AirlineConsultaVuelo	2265	END	1589281454092	1589281517119
REQUEST	2665		ShowFlight	1589281517119	1589281517122	OK	 
REQUEST	3965		AirlineLogged	1589281517119	1589281517122	OK	 
REQUEST	3965		AirlineLogged Redirect 1	1589281517122	1589281517124	OK	 
REQUEST	3415		ListMyFlights	1589281517119	1589281517124	OK	 
REQUEST	3416		ListMyFlights	1589281517129	1589281517132	OK	 
REQUEST	3966		AirlineLogged	1589281517141	1589281517142	OK	 
REQUEST	2666		ShowFlight	1589281517141	1589281517144	OK	 
REQUEST	3966		AirlineLogged Redirect 1	1589281517142	1589281517144	OK	 
USER	AirlineConsultaVuelo	2266	END	1589281454114	1589281517152
REQUEST	3967		AirlineLogged	1589281517162	1589281517163	OK	 
REQUEST	2667		ShowFlight	1589281517162	1589281517166	OK	 
REQUEST	3967		AirlineLogged Redirect 1	1589281517164	1589281517166	OK	 
REQUEST	3417		ListMyFlights	1589281517163	1589281517168	OK	 
USER	AirlineConsultaVuelo	2267	END	1589281454129	1589281517173
REQUEST	3968		AirlineLogged	1589281517183	1589281517184	OK	 
REQUEST	2668		ShowFlight	1589281517183	1589281517187	OK	 
REQUEST	3968		AirlineLogged Redirect 1	1589281517184	1589281517187	OK	 
REQUEST	3418		ListMyFlights	1589281517183	1589281517189	OK	 
USER	AirlineConsultaVuelo	2268	END	1589281454150	1589281517195
REQUEST	3969		AirlineLogged	1589281517199	1589281517200	OK	 
REQUEST	3969		AirlineLogged Redirect 1	1589281517200	1589281517201	OK	 
REQUEST	3419		ListMyFlights	1589281517199	1589281517202	OK	 
USER	AirlineConsultaVuelo	2270	END	1589281454192	1589281517209
USER	AirlineConsultaVuelo	2269	END	1589281454171	1589281517209
REQUEST	3970		AirlineLogged	1589281517209	1589281517210	OK	 
REQUEST	2669		ShowFlight	1589281517209	1589281517212	OK	 
REQUEST	3970		AirlineLogged Redirect 1	1589281517210	1589281517212	OK	 
REQUEST	3971		AirlineLogged	1589281517220	1589281517222	OK	 
REQUEST	3420		ListMyFlights	1589281517220	1589281517225	OK	 
REQUEST	3971		AirlineLogged Redirect 1	1589281517222	1589281517225	OK	 
REQUEST	2670		ShowFlight	1589281517231	1589281517234	OK	 
REQUEST	2671		ShowFlight	1589281517242	1589281517244	OK	 
REQUEST	3421		ListMyFlights	1589281517242	1589281517245	OK	 
USER	AirlineConsultaVuelo	2271	END	1589281454212	1589281517252
REQUEST	3972		AirlineLogged	1589281517262	1589281517263	OK	 
REQUEST	3972		AirlineLogged Redirect 1	1589281517264	1589281517265	OK	 
REQUEST	3422		ListMyFlights	1589281517262	1589281517265	OK	 
USER	AirlineConsultaVuelo	2272	END	1589281454230	1589281517272
REQUEST	3973		AirlineLogged	1589281517283	1589281517285	OK	 
REQUEST	3973		AirlineLogged Redirect 1	1589281517285	1589281517287	OK	 
REQUEST	3423		ListMyFlights	1589281517283	1589281517288	OK	 
USER	AirlineConsultaVuelo	2273	END	1589281454251	1589281517294
REQUEST	3424		ListMyFlights	1589281517294	1589281517297	OK	 
REQUEST	3974		AirlineLogged	1589281517299	1589281517299	OK	 
REQUEST	3974		AirlineLogged Redirect 1	1589281517299	1589281517300	OK	 
USER	AirlineConsultaVuelo	2274	END	1589281454272	1589281517309
REQUEST	3975		AirlineLogged	1589281517309	1589281517311	OK	 
REQUEST	3975		AirlineLogged Redirect 1	1589281517311	1589281517313	OK	 
REQUEST	3425		ListMyFlights	1589281517309	1589281517313	OK	 
REQUEST	2673		ShowFlight	1589281517319	1589281517322	OK	 
REQUEST	2672		ShowFlight	1589281517319	1589281517322	OK	 
USER	AirlineConsultaVuelo	2275	END	1589281454293	1589281517329
REQUEST	3976		AirlineLogged	1589281517329	1589281517330	OK	 
REQUEST	3976		AirlineLogged Redirect 1	1589281517330	1589281517331	OK	 
REQUEST	3426		ListMyFlights	1589281517339	1589281517344	OK	 
USER	AirlineConsultaVuelo	2276	END	1589281454315	1589281517350
REQUEST	2674		ShowFlight	1589281517361	1589281517364	OK	 
REQUEST	3977		AirlineLogged	1589281517361	1589281517364	OK	 
REQUEST	2675		ShowFlight	1589281517361	1589281517365	OK	 
REQUEST	3427		ListMyFlights	1589281517361	1589281517366	OK	 
REQUEST	3977		AirlineLogged Redirect 1	1589281517364	1589281517367	OK	 
USER	AirlineConsultaVuelo	2277	END	1589281454329	1589281517372
REQUEST	3978		AirlineLogged	1589281517383	1589281517385	OK	 
REQUEST	2676		ShowFlight	1589281517383	1589281517386	OK	 
REQUEST	2678		ShowFlight	1589281517383	1589281517387	OK	 
REQUEST	3428		ListMyFlights	1589281517383	1589281517388	OK	 
REQUEST	3978		AirlineLogged Redirect 1	1589281517385	1589281517388	OK	 
USER	AirlineConsultaVuelo	2278	END	1589281454349	1589281517394
REQUEST	2677		ShowFlight	1589281517394	1589281517396	OK	 
USER	AirlineConsultaVuelo	2279	END	1589281454370	1589281517399
REQUEST	3979		AirlineLogged	1589281517399	1589281517400	OK	 
REQUEST	3979		AirlineLogged Redirect 1	1589281517400	1589281517401	OK	 
REQUEST	3429		ListMyFlights	1589281517399	1589281517404	OK	 
REQUEST	3980		AirlineLogged	1589281517409	1589281517410	OK	 
REQUEST	2679		ShowFlight	1589281517409	1589281517411	OK	 
REQUEST	3980		AirlineLogged Redirect 1	1589281517410	1589281517412	OK	 
USER	AirlineConsultaVuelo	2280	END	1589281454392	1589281517419
REQUEST	3430		ListMyFlights	1589281517419	1589281517422	OK	 
REQUEST	3981		AirlineLogged	1589281517429	1589281517430	OK	 
REQUEST	2680		ShowFlight	1589281517429	1589281517431	OK	 
REQUEST	3981		AirlineLogged Redirect 1	1589281517430	1589281517432	OK	 
REQUEST	2681		ShowFlight	1589281517439	1589281517441	OK	 
USER	AirlineConsultaVuelo	2281	END	1589281454413	1589281517449
REQUEST	3431		ListMyFlights	1589281517449	1589281517452	OK	 
REQUEST	3982		AirlineLogged	1589281517460	1589281517462	OK	 
REQUEST	2682		ShowFlight	1589281517460	1589281517463	OK	 
REQUEST	3982		AirlineLogged Redirect 1	1589281517462	1589281517464	OK	 
USER	AirlineConsultaVuelo	2282	END	1589281454429	1589281517471
REQUEST	3432		ListMyFlights	1589281517460	1589281517479	OK	 
REQUEST	2683		ShowFlight	1589281517471	1589281517481	OK	 
